p_id,category_name,p_source_id,title,price,brand,rating,reviews_quantity,cpu,cpu_rate,hertz,cores,gpu,gpu_rate,ram,ram_type,ssd,drive_size,url
5742,notebooks,100083170,HP Spectre x360 13-aw0003ur 8PK89EA коричневый-золотистый,637899,HP,0,0,intel core i5 1035g4,76,,,intel iris,21,,,true,512,https://kaspi.kz/shop/p/hp-spectre-x360-13-aw0003ur-8pk89ea-korichnevyi-zolotistyi-100083170/?c=750000000
5745,notebooks,100051478,Lenovo TP T590 20N5000ART черный,563000,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel hd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-tp-t590-20n5000art-chernyi-100051478/?c=750000000
5749,notebooks,100195578,DELL Inspiron 5593-8724 серебристый,310100,DELL,0,0,intel core i5 1035g1,78,1000,4,intel uhd graphics,15,4,DDR4,true,256,https://kaspi.kz/shop/p/dell-inspiron-5593-8724-serebristyi-100195578/?c=750000000
5776,notebooks,1307269,HP 15-db1106ur 7SD17EA черный,269900,HP,0,0,amd ryzen 7 3700u,72,2300,4,amd radeon rx vega 10,42,4,DDR4,true,1128,https://kaspi.kz/shop/p/hp-15-db1106ur-7sd17ea-chernyi-1307269/?c=750000000
5961,notebooks,100074785,ASUS VivoBook X512FA 90NB0KR2-M19080 серебристый,269900,ASUS,10,3,intel core i5 8265u,66,1600,4,intel hd graphics 620,20,4,,true,256,https://kaspi.kz/shop/p/asus-vivobook-x512fa-90nb0kr2-m19080-serebristyi-100074785/?c=750000000
6078,notebooks,1304776,DELL Vostro 5568 210-AIXN серый,345486,DELL,0,0,intel core i5 7200u,65,2500,,intel hd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/dell-vostro-5568-210-aixn-seryi-1304776/?c=750000000
6622,notebooks,1307091,Lenovo ThinkPad T590 20N4002YRT черный,679900,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,true,1024,https://kaspi.kz/shop/p/lenovo-thinkpad-t590-20n4002yrt-chernyi-1307091/?c=750000000
6816,notebooks,1306120,Lenovo ThinkPad X1 Yoga 3 Gen 20LD003HRT черный,899900,Lenovo,0,0,intel core i7 8550u,64,1800,4,intel hd graphics 620,20,6,LPDDR3,false,1000,https://kaspi.kz/shop/p/lenovo-thinkpad-x1-yoga-3-gen-20ld003hrt-chernyi-1306120/?c=750000000
7003,notebooks,1307126,HP Omen 15-dc1052ur 7QD20EA черный,601900,HP,0,0,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1660 ti + intel uhd graphics 630,76,8,DDR4,true,512,https://kaspi.kz/shop/p/hp-omen-15-dc1052ur-7qd20ea-chernyi-1307126/?c=750000000
7047,notebooks,1307165,Lenovo ThinkPad T590 20N4000KRT черный,520680,Lenovo,0,0,intel core i5 8265u,66,1600,,intel uhd graphics 620,20,8,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-t590-20n4000krt-chernyi-1307165/?c=750000000
7686,notebooks,100024511,DELL Inspiron 3590 210-ASHF_3215141 черный,684060,DELL,0,0,intel core i7 9750h,93,2600,,intel uhd graphics 630 + nvidia geforce gtx 1660ti,76,6,DDR4,true,1256,https://kaspi.kz/shop/p/dell-inspiron-3590-210-ashf-3215141-chernyi-100024511/?c=750000000
7825,notebooks,100018515,HP Envy 13-aq0002ur серебристый,480900,HP,0,0,intel core i5 8265u,66,,,nvidia geforce mx250,49,8,DDR4,true,256,https://kaspi.kz/shop/p/hp-envy-13-aq0002ur-serebristyi-100018515/?c=750000000
7926,notebooks,1307172,HP 15-dc1055ur 7QF00EA#ACB черный,549900,HP,0,0,intel core i5 9300h,68,2400,4,intel uhd graphics 630 + nvidia geforce gtx 1650,68,6,DDR4,true,512,https://kaspi.kz/shop/p/hp-15-dc1055ur-7qf00ea-acb-chernyi-1307172/?c=750000000
7959,notebooks,1306850,Lenovo Ideapad 330-15IKBR 81DE00MFRU серый,194900,Lenovo,8,1,intel core i3 7020u,59,2300,2,intel hd graphics 620 + amd radeon 530,35,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-15ikbr-81de00mfru-seryi-1306850/?c=750000000
7980,notebooks,1306722,Lenovo Legion Y530-15ICH 81FV00JYRK черный,507970,Lenovo,10,2,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,54,8,DDR4,false,1016,https://kaspi.kz/shop/p/lenovo-legion-y530-15ich-81fv00jyrk-chernyi-1306722/?c=750000000
8127,notebooks,100002100,Lenovo ThinkPad L490 20Q50024RT черный,611635,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-l490-20q50024rt-chernyi-100002100/?c=750000000
8145,notebooks,1307561,Lenovo ThinkPad L490 20Q5001YRT черный,509905,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-thinkpad-l490-20q5001yrt-chernyi-1307561/?c=750000000
8156,notebooks,100024311,DELL G3-3779 210-AOVV_6 черный,723299,DELL,0,0,intel core i7 8750h,85,2300,4,nvidia geforce gtx 1050 ti,54,8,DDR4,true,1128,https://kaspi.kz/shop/p/dell-g3-3779-210-aovv-6-chernyi-100024311/?c=750000000
8213,notebooks,1307528,Lenovo Legion S340-15IWL 81SY00DCRK черный,419700,Lenovo,10,1,intel core i7 9750h,93,2600,6,intel uhd graphics 630 + nvidia geforce gtx 1650,68,6,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-legion-s340-15iwl-81sy00dcrk-chernyi-1307528/?c=750000000
8385,notebooks,100002174,Lenovo ThinkPad X1 Carbon 7th Gen 20QD0030RT черный,886900,Lenovo,0,0,core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,LPDDR3,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-x1-carbon-7th-gen-20qd0030rt-chernyi-100002174/?c=750000000
8481,notebooks,1304969,Lenovo IdeaPad 720s 81A8001HRK серебристый,449790,Lenovo,10,0,intel core i5 7200u,65,2700,2,intel hd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-ideapad-720s-81a8001hrk-serebristyi-1304969/?c=750000000
8555,notebooks,100170431,Lenovo ThinkPad X1 Carbon 7th Gen 20QD00L5RT черный,669790,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,LPDDR3,true,256,https://kaspi.kz/shop/p/lenovo-thinkpad-x1-carbon-7th-gen-20qd00l5rt-chernyi-100170431/?c=750000000
8662,notebooks,1307587,ASUS VivoBook 14 X403FA 90NB0LP2-M03880 серебристый,339900,ASUS,10,2,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,4,DDR3L,true,256,https://kaspi.kz/shop/p/asus-vivobook-14-x403fa-90nb0lp2-m03880-serebristyi-1307587/?c=750000000
8711,notebooks,1307022,DELL Inspiron 3581 210-ARKK_W черный,239967,DELL,0,0,intel core i3 7020u,59,2300,2,amd radeon 520,37,4,DDR4,false,1000,https://kaspi.kz/shop/p/dell-inspiron-3581-210-arkk-w-chernyi-1307022/?c=750000000
8801,notebooks,100030279,HP Envy 13-aq0000ur 6PS55EA серебристый,421900,HP,0,0,intel core i5-8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/hp-envy-13-aq0000ur-6ps55ea-serebristyi-100030279/?c=750000000
8987,notebooks,1306244,HP ENVY 13-ah1021ur 5GV95EA золотистый,497900,HP,0,0,intel core i5 8265u,66,1600,4,nvidia geforce mx150 + intel uhd graphics 620,47,8,DDR3,true,128,https://kaspi.kz/shop/p/hp-envy-13-ah1021ur-5gv95ea-zolotistyi-1306244/?c=750000000
8999,notebooks,1306548,HP EliteBook 840 G5 3JX07EA серебристый,699900,HP,0,0,intel core i5 8250u,60,1600,4,intel hd graphics 620 + amd radeon rx 540,48,8,DDR4,true,512,https://kaspi.kz/shop/p/hp-elitebook-840-g5-3jx07ea-serebristyi-1306548/?c=750000000
9000,notebooks,1306549,HP Elitebook 850 G4 Z2V80EA серебристый,524900,HP,0,0,intel core i5 7300u,61,2600,2,amd radeon r7 m465 + intel hd graphics 620,52,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-elitebook-850-g4-z2v80ea-serebristyi-1306549/?c=750000000
9051,notebooks,100135533,DELL XPS 13 7390-2152 черный-серебристый,733100,DELL,10,0,core i7 10510u,78,1800,4,uhd graphics,15,6,DDR3L,true,512,https://kaspi.kz/shop/p/dell-xps-13-7390-2152-chernyi-serebristyi-100135533/?c=750000000
9060,notebooks,100102575,Lenovo ThinkPad X1 Yoga 4th Gen 20QF001URT серый,873500,Lenovo,0,0,core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,LPDDR3,true,256,https://kaspi.kz/shop/p/lenovo-thinkpad-x1-yoga-4th-gen-20qf001urt-seryi-100102575/?c=750000000
9082,notebooks,100115290,HP Spectre 13-ap0031ur x360 серый,585900,HP,0,0,intel core i5 8265u,66,1600,,uhd graphics 620,20,8,DDR4,true,256,https://kaspi.kz/shop/p/hp-spectre-13-ap0031ur-x360-seryi-100115290/?c=750000000
9094,notebooks,100142836,DELL XPS 13 7390-2190 белый,929900,DELL,0,0,core i7 1065g7,78,1300,4,intel iris plus,21,6,LPDDR4x,true,512,https://kaspi.kz/shop/p/dell-xps-13-7390-2190-belyi-100142836/?c=750000000
9171,notebooks,100089346,Lenovo ThinkBook S-13-IML 20RR0007RU серебристый,430254,Lenovo,0,0,intel core i5 10210u,76,1600,4,intel uhd graphics,15,8,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-thinkbook-s-13-iml-20rr0007ru-serebristyi-100089346/?c=750000000
9239,notebooks,100171998,Lenovo ThinkPad E15 20RD002CRT черный,499900,Lenovo,0,0,intel core i5 10210u,76,1600,4,intel uhd graphics,15,8,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-e15-20rd002crt-chernyi-100171998/?c=750000000
9247,notebooks,100172019,Lenovo ThinkPad X1 Carbon 7th Gen 20QD00LJRT черный,884900,Lenovo,0,0,core i5 8265u,66,1600,4,intel uhd graphics 620,20,6,LPDDR3,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-x1-carbon-7th-gen-20qd00ljrt-chernyi-100172019/?c=750000000
9275,notebooks,100142663,DELL XPS 13 7390-2183 серебристый,899900,DELL,6,1,core i7 1065g7,78,1300,4,intel iris plus,21,6,LPDDR4x,true,512,https://kaspi.kz/shop/p/dell-xps-13-7390-2183-serebristyi-100142663/?c=750000000
9525,notebooks,100172011,Lenovo ThinkPad X390 20Q0000PRT черный,669900,Lenovo,0,0,intel core i5 8265u,66,1600,4,intel uhd graphics 620,20,8,DDR4,true,512,https://kaspi.kz/shop/p/lenovo-thinkpad-x390-20q0000prt-chernyi-100172011/?c=750000000
9593,notebooks,1307550,Lenovo Ideapad 330-15IKB 81DC014CRK серый,187585,Lenovo,0,0,intel core i3-7020u,59,,,intel hd graphics 620,20,4,,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-330-15ikb-81dc014crk-seryi-1307550/?c=750000000
9660,notebooks,100084853,ASUS Laptop X507MA-EJ314 черный-серебристый,205224,ASUS,0,0,intel pentium n5000,45,,,intel uhd graphics 605,18.5,4,DDR4,false,1000,https://kaspi.kz/shop/p/asus-laptop-x507ma-ej314-chernyi-serebristyi-100084853/?c=750000000
10436,notebooks,1307115,HP 250 G7 6BP38EA черный,200730,HP,9,1,intel core i3 7020u,59,2300,2,intel hd graphics 620,20,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-250-g7-6bp38ea-chernyi-1307115/?c=750000000
10562,notebooks,100213087,HP Pavilion 15-bc519ur 7JT78EA черный,370543,HP,0,0,intel core i5 9300h,68,2400,4,nvidia geforce gtx 1050 + intel uhd graphics 630,54,8,DDR4,true,512,https://kaspi.kz/shop/p/hp-pavilion-15-bc519ur-7jt78ea-chernyi-100213087/?c=750000000
10606,notebooks,1305895,DELL Inspiron G5-5587 G515-7343 красный-черный,404100,DELL,0,0,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050ti + intel hd graphics 630,57,8,DDR4,true,1128,https://kaspi.kz/shop/p/dell-inspiron-g5-5587-g515-7343-krasnyi-chernyi-1305895/?c=750000000
10662,notebooks,1306704,DELL Inspiron G3-3579 G315-7060 черный,347700,DELL,0,0,intel core i5 8300h,77,2300,4,nvidia geforce gtx 1050 + intel uhd graphics 630,54,8,DDR4,false,1000,https://kaspi.kz/shop/p/dell-inspiron-g3-3579-g315-7060-chernyi-1306704/?c=750000000
10700,notebooks,1307118,HP ProBook 450 G5 3QM73EA серебристый,229900,HP,0,0,intel core i3 8130u,59,2200,2,intel uhd graphics 620,20,4,DDR4,false,500,https://kaspi.kz/shop/p/hp-probook-450-g5-3qm73ea-serebristyi-1307118/?c=750000000
10814,notebooks,1307182,HP Europe 15-bs166ur 4UK92EA черный,192990,HP,6,1,intel core i3 5005u,56,2000,2,intel hd graphics,15,4,DDR3L,false,1000,https://kaspi.kz/shop/p/hp-europe-15-bs166ur-4uk92ea-chernyi-1307182/?c=750000000
13721,notebooks,100008228,Lenovo Ideapad S145-15API 81UT000PRK серый,152900,Lenovo,10,21,amd ryzen 3 3200u,68,2600,2,amd radeon vega 3,18,4,DDR4,true,256,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15api-81ut000prk-seryi-100008228/?c=750000000
13747,notebooks,100002087,Lenovo IdeaPad S145-15AST 81N300DFRK серый,147024,Lenovo,10,8,amd a6 9225,47,2600,2,amd radeon r4,19,4,DDR4,false,1000,https://kaspi.kz/shop/p/lenovo-ideapad-s145-15ast-81n300dfrk-seryi-100002087/?c=750000000
